name,id,page,pro_url,description,list_price,sale_price,discount,image,time
JBL Charge 4 Powerful 30W IPX7 Waterproof Portable Bluetooth Speaker with 20 Hours Playtime & Built-in 7500 mAh Powerbank(Red),491431287,3,https://www.reliancedigital.in/jbl-charge-4-powerful-30w-ipx7-waterproof-portable-bluetooth-speaker-with-20-hours-playtime-built-in-7500-mah-powerbank-red-/p/491431287,"
* This JBL Charge 4 Speaker image is for illustration purpose only. Actual image may vary.
20 hours of playtime
Built-in rechargeable battery supports up to 20 hours of playtime and charges smartphones and tablets via USB. Keep the music pumping all day all night.

* This JBL Charge 4 Speaker image is for illustration purpose only. Actual image may vary.
Bass Radiator
Hear the bass, feel the bass, see the bass. The Dual external passive radiators bring to life just how powerful your speakers are.

* This JBL Charge 4 Speaker image is for illustration purpose only. Actual image may vary.
IPX7 Waterproof
Get the best -in- class water proofing technology that lets you take your entertainment outdoors fearlessly.

* This JBL Charge 4 Speaker image is for illustration purpose only. Actual image may vary.
Wireless Bluetooth Streaming
Wireless connect your smartphones or tablets to the speaker and get powerful stereo sound.

* This JBL Charge 4 Speaker image is for illustration purpose only. Actual image may vary.
JBL Connect
Build your own ecosystem by connecting multiple JBL Connect enabled speakers together to amplify the listening experience. Carry it anywhere with you while you are trekking, camping or just want to party anywhere.

* This JBL Charge 4 Speaker image is for illustration purpose only. Actual image may vary.",14999.0,"₹14,999","12%(₹2,000)",https://www.reliancedigital.in/medias/JBL-CHARGE-4-Computer-Speakers-491431287-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMzQxfGltYWdlL2pwZWd8aW1hZ2VzL2g1Yy9oY2IvOTExNDQ4MzcyMDIyMi5qcGd8NDEwZWE4NjBlZjgwZWVmNDUzMWY4MDU1MTNhMGQwZGEyYzY3MzM5NmJhZTU3OTM5NmM2ZjRmNGRjMGQ3YzE2MQ,1552917746970
"Saregama Carvaan Go Hindi - 3000 Pre-Loaded, Bluetooth, Micro- SD slot, FM/AM, Aux support, Up to 7 hours playtime (Quick Silver)",491431411,3,https://www.reliancedigital.in/saregama-carvaan-go-hindi---3000-pre-loaded-bluetooth-micro--sd-slot-fm-am-aux-support-up-to-7-hours-playtime-quick-silver-/p/491431411,"SAREGAMA CARVAAN GO
SUNIYE PURAANE GAANE
GHAR KE BAHAR, KAHI BHI KABHI BHI

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.
GET 3000 PRELOADED EVERGREEN HINDI SONGS
Artistes
Lata Mangeshkar, Kishore Kumar, Asha Bhosle, Mohd. Rafi, R.D. Burman and many more
Specials
Romance, Ghazal, Dance Hits Sad etc.
Playlists
Yaadein, Roadtrip, Relaxation, 80s Ka Tadka, Big B, Halen - The Dancing Diva, Enchanting 60's, Gulzar Nazm, Piano

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.
UNINTERRUPTED LISTENING
No Internet
No Ad Breaks
No Calls
No SMS

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.
3000 SONGS
88 GRAMS WEIGHT

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.
Walk

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.
Drive

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.
Fly

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.
Bluetooth
Micro SD Card Slot (Expandable upto 32GB)
FM/AM
Rechargeable Battery (Lasts upto 7 hours approx)
Aux Out
Night Mode Speaker (1 Watt)
Metal Body

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.
NIGHTMODE SPEAKERS
In built nightmode speaker for your bedtime music listening habits

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.
EASY TO USE
3 Modes: Artistes, Specials or Playlists
Choose a station
Listen to your favourite song
Play on earphones/bluetooth speaker/night mode speakers

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.
SAREGAMA CARVAAN APP
View list of 3000 songs
Search and play a song
Create your own playlists

* This SAREGAMA CARVAAN GO Computer Speaker image is for illustration purpose only. Actual image may vary.",3599.0,"₹3,599",10%(₹391),https://www.reliancedigital.in/medias/SAREGAMA-CARVAAN-GO-Computer-Speakers-491431411-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMjc4fGltYWdlL2pwZWd8aW1hZ2VzL2hmMC9oMTcvOTEzNjMyOTY1NDMwMi5qcGd8N2M0YTE3MjJiN2I5OWI4MGMxYTIzNzNjOGU0MGVkNjk0MTllMWQyM2YxNDQ3YTFkMjg3NTJkNmMzNDU2Yjg0ZQ,1557903732223
"LG LK72B 2.1 Channel Multimedia Speaker, Red",491431424,3,https://www.reliancedigital.in/lg-lk72b-2-1-channel-multimedia-speaker-red/p/491431424,"Bringing your music to life

LG LK72 Multimedia Speakers which is specially tuned for Indian consumers, comes with Complete sound , Connectivity & aesthetics that blend well into any environment. With Bass Blast + enjoy deeper and clear sound while maintaining its Powerful sound output. Product quality cannot be compared as it looks more premium.



* This LG Speaker image is for illustration purpose only. Actual image may vary.
Bass Blast+

Advanced EQ, Bass Blast+

Deeper bass and clearer vocals are made possible with Bass Blast+. It features advanced EQ for perfect, customized sound.



* This LG Speaker image is for illustration purpose only. Actual image may vary.
Wireless Audio Streaming via Bluetooth

Easily connect your mobile devices via Bluetooth and enjoy your favorite music using the LG XBOOM LK72B.



* This LG Speaker image is for illustration purpose only. Actual image may vary.
Specially Designed Remote Control

You can separately control the bass level of the music for a personalized listening experience.



* This LG Speaker image is for illustration purpose only. Actual image may vary.
FM Radio Playback

Tune in to any FM radio station to listen your favorite radio shows and music.



* This LG Speaker image is for illustration purpose only. Actual image may vary.
Port. In/Aux In

Easily connect your PC, laptop, tablet, game console or mobile phone to LG XBOOM LK72B via Port. In and Aux In.



* This LG Speaker image is for illustration purpose only. Actual image may vary.
USB & SD Card Playback

Just plug a USB memory drive or SD Card loaded with music into your LG XBOOM LK72B speaker system to enjoy your favorite music.



* This LG Speaker image is for illustration purpose only. Actual image may vary.
Wall Mountable

LG XBOOM LK72B satellite speakers can easily be mounted on the wall, saving space and making them an integral part of your TV.



* This LG Speaker image is for illustration purpose only. Actual image may vary.",4499.0,"₹4,499",10%(₹500),https://www.reliancedigital.in/medias/LG-LK72B-Multimedia-Speakers-491431424-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wzNDAxfGltYWdlL2pwZWd8aW1hZ2VzL2gwMy9oNGMvOTE0MzUzMTMwNzAzOC5qcGd8ZmQwYmNjOTNlMDM5YzEwMmI0NGQ0N2I3ZmM5Yzc0OTk1ODY5MjFjY2ZjMWM5NTc3M2MzZmQ0Y2YzMzUxMzI4OQ,1559221919398
"LG XBoom LK72BE 2.1 Channel Multimedia Speaker, Orange",491431425,3,https://www.reliancedigital.in/lg-xboom-lk72be-2-1-channel-multimedia-speaker-orange/p/491431425,"Bringing your music to life

LG LK72 Multimedia Speakers which is specially tuned for Indian consumers, comes with Complete sound , Connectivity & aesthetics that blend well into any environment. With Bass Blast + enjoy deeper and clear sound while maintaining its Powerful sound output. Product quality cannot be compared as it looks more premium.



* This LG Speaker image is for illustration purpose only. Actual image may vary.
Bass Blast+

Advanced EQ, Bass Blast+

Deeper bass and clearer vocals are made possible with Bass Blast+. It features advanced EQ for perfect, customized sound.



* This LG Speaker image is for illustration purpose only. Actual image may vary.
Wireless Audio Streaming via Bluetooth

Easily connect your mobile devices via Bluetooth and enjoy your favorite music using the LG XBOOM LK72B.



* This LG Speaker image is for illustration purpose only. Actual image may vary.
Specially Designed Remote Control

You can separately control the bass level of the music for a personalized listening experience.



* This LG Speaker image is for illustration purpose only. Actual image may vary.
FM Radio Playback

Tune in to any FM radio station to listen your favorite radio shows and music.



* This LG Speaker image is for illustration purpose only. Actual image may vary.
Port. In/Aux In

Easily connect your PC, laptop, tablet, game console or mobile phone to LG XBOOM LK72B via Port. In and Aux In.



* This LG Speaker image is for illustration purpose only. Actual image may vary.
USB & SD Card Playback

Just plug a USB memory drive or SD Card loaded with music into your LG XBOOM LK72B speaker system to enjoy your favorite music.



* This LG Speaker image is for illustration purpose only. Actual image may vary.
Wall Mountable

LG XBOOM LK72B satellite speakers can easily be mounted on the wall, saving space and making them an integral part of your TV.



* This LG Speaker image is for illustration purpose only. Actual image may vary.",4899.0,"₹4,899",2%(₹100),https://www.reliancedigital.in/medias/LG-LK72BE-Multimedia-Speakers-491431425-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNjcwfGltYWdlL2pwZWd8aW1hZ2VzL2hmMi9oYjIvOTE0MzUyODY4NTU5OC5qcGd8ZGZhOWZjOTY4ZTQ4ZTEwZDk5MTQ0YjA3MzYyYzNkYTRiZWJiZjhlMzhkNTkzNDRiZmFmNjMwYjdhOGZkM2VkYw,1559221929475
"Saregama Carvaan Mini 2.0 Telugu- Bluetooth Multimedia Speaker, Supports pendrive, Aux in, Bluetooth, Up to 4 hours playtime (Sunset Red)",491431347,3,https://www.reliancedigital.in/saregama-carvaan-mini-2-0-telugu--bluetooth-multimedia-speaker-supports-pendrive-aux-in-bluetooth-up-to-4-hours-playtime-sunset-red-/p/491431347,"Give your get-togethers the perfect ambience with Saregama Mini Telgu Bluetooth Speaker. Designed to cater to all your needs, this speaker can connect to your external speakers/ headphones in order to play 351 pre-loaded 

songs at high volumes to your heart's content. It is indeed a must-have. The speaker comes with a rechargeable battery that can give you a playback of up to 4 hours to completely satisfy your music needs.

Carvaan Mini Telugu is a portable music player that comes with features such as Bluetooth, USB, FM/AM and a collection of 351 Telugu songs. The pre-loaded songs on Mini are by legends like Akkineni Nageswara Rao, N.T. 

Rama Rao, S.P. Balasubrahmanyam & Ghantasala. You can also enjoy your personal collection of songs on Mini speaker via Bluetooth or by plugging in your USB drive. With the option to tune into FM/AM stations, Mini 

becomes the perfect all-in-one music player. The Mini has a long lasting battery (upto 4 hours) and speakers that are loud enough to fill your room. Warning, the Mini is a thing of envy, if someone steals it, we don't give a free 

replacement.
351 Superhit Retro Telugu Songs Inside
Akkineni Nageswara Rao, Ghantasala, N.T. Rama Rao & S.P. Balasubrahmanyam
FM/AM Support
Listen to local FM/AM stations
Plug And Play
Make the most of your speakers.
Plug your pen drive and enjoy the music
Aux In
Insert your Aux cable and play the songs you love on Carvaan Mini from your phone/ tablet.
Bluetooth Connectivity
Enjoy a wireless streaming experience via Bluetooth
The perfect companion
It's light. It's compact. It fits in your palm. Easy to take with you wherever you go.
Want to enjoy music in peace?
Just connect your headphone to enjoy music on Carvaan Mini Telugu.",2190.0,"₹2,190",19%(₹500),https://www.reliancedigital.in/medias/SAREGAMA-CARVAAN-MINITELUGU-Computer-Speaker-491431347-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wzOTI4fGltYWdlL2pwZWd8aW1hZ2VzL2gwNy9oZmUvOTY3NjQ1OTA0ODk5MC5qcGd8ZjI2Yzk0MDNmYjI4OGMyOTAxNTYwZWYyNzhmNzk2YzkyNzU2ZWI3NDVkZjMxNWZkMzQyY2JkNzJlOGQwYzNlNg,1560070702795
"Saregama Carvaan Mini 2.0 Bhakti- Bluetooth Multimedia Speaker, Supports pendrive, Aux in, Bluetooth, Up to 4 hours playtime (Devotional Orange)",491431348,3,https://www.reliancedigital.in/saregama-carvaan-mini-2-0-bhakti--bluetooth-multimedia-speaker-supports-pendrive-aux-in-bluetooth-up-to-4-hours-playtime-devotional-orange-/p/491431348,"Give your get-togethers the perfect ambience with Saregama Mini Bhakti Bluetooth Speaker. Designed to cater to all your needs, this speaker can connect to your external speakers/ headphones in order to play 300 devotional 

songs at high volumes to your heart's content. It is indeed a must-have. The speaker comes with a rechargeable battery that can give you a playback of up to 4 hours to completely satisfy your music needs.

Carvaan Mini Bhakti is portable music player that comes with features such as Bluetooth, USB, FM/AM and a collection of 300 devotional bhajans, aarti and mantra. The pre-loaded devotional songs on Mini are categorized by 

deities like Shiv, Ganesh, Krishna, Sai, Devi and Ram/ Hanuman. You can enjoy your personal collection of songs on Mini Bhakti speaker via Bluetooth or by plugging in your USB drive. With the option to tune into FM/AM 

stations, the Mini Bhakti becomes the perfect all in one music player. The long lasting battery of upto 4 hours and the fact that the speakers are loud enough to fill your room will make Mini Bhakti the envy of your friends. 

Warning, if someone steals it, we don't give a free replacement.
FM/AM Support
Listen to local FM/AM stations
Plug And Play
Make the most of your speakers. Plug your pen drive and enjoy the music.
Aux In
Insert your Aux cable and play the songs you love on Carvaan Mini from your phone/ tablet.
Bluetooth Connectivity
Enjoy a wireless streaming experience via Bluetooth.
The Perfect Companion
It's light. It's compact. It fits in your palm. Easy to take with you wherever you go.",2199.0,"₹2,199",12%(₹291),https://www.reliancedigital.in/medias/SAREGAMA-CARVAAN-MINIBHAKTI-Computer-Speaker-491431348-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wzNDEyfGltYWdlL2pwZWd8aW1hZ2VzL2g3Mi9oNjMvOTY3NjQ1MzgwNjExMC5qcGd8ODIyNzhiY2RjYmUwYmVlOGQxOWJjMDA5ODA2N2VhODljMGRhYjc3MTgwYTJmOTdlZmZmYjJkZWIyZjI3MGM0Ng,1560070707891
"Marshall Emberton Bluetooth Speaker with Up to 20 hours Playtime, IPX7 Water Resistant, Bluetooth 5.0, Dynamic Driver, Powerful 20 Watts Sound, Black",492166283,3,https://www.reliancedigital.in/marshall-emberton-bluetooth-speaker-with-up-to-20-hours-playtime-ipx7-water-resistant-bluetooth-5-0-dynamic-driver-powerful-20-watts-sound-black/p/492166283,"Emberton
PACKS A PUNCH
WITH 20+ HOURS OF PORTABLE PLAYTIME

* This MARSHALL Emberton Multimedia Speaker image is for illustration purpose only. Actual image may vary.
Emberton is a compact portable speaker with the loud and vibrant sound only Marshall can deliver. Emberton utilises True Stereophonic, a unique form of multi-directional sound from Marshall. Experience absolute 360° sound where every spot is a sweet spot. With 20+ hours of playtime, you can enjoy the superior sound of Marshall for hours on end.
Red Dot logotype
“The Marshall Emberton presents itself in the unmistakable style of the brand. The device impresses with excellent workmanship and a balanced sound.”
SUPERIOR SIGNATURE SOUND
Rich, clear and loud, like the artist intended. Emberton utilises True Stereophonic, a unique form of multi-directional sound from Marshall. Experience absolute 360° sound where every spot is a sweet spot.
20+ HOURS OF PORTABLE PLAYTIME
Emberton offers 20+ hours of portable playtime on a single charge. Its compact size and rugged durability make it perfect to take with you. Emberton can be quickly charged, with 20 minutes giving it a playtime of 5 hours.
ROADWORTHY DESIGN RATED IPX7
Emberton is tough and resilient, boasting an extremely durable and easy to use design that features an IPX7 water-resistance rating.

* This MARSHALL Emberton Multimedia Speaker image is for illustration purpose only. Actual image may vary.
MULTI-DIRECTIONAL CONTROL KNOB
Emberton is simple and easy to use. Control it with the multi-directional control knob. You can play, pause, skip tracks and adjust the volume of your speaker, as well as turn it on or off.

* This MARSHALL Emberton Multimedia Speaker image is for illustration purpose only. Actual image may vary.
PORTABILITY
Emberton weighs just 0.7 kg and can fit in the palm of your hand, making it the perfect compact speaker to take with you.

* This MARSHALL Emberton Multimedia Speaker image is for illustration purpose only. Actual image may vary.
BLUETOOTH
Emberton comes equipped with Bluetooth 5.0 technology for simple connectivity, exceptional audio quality and wireless music play.

* This MARSHALL Emberton Multimedia Speaker image is for illustration purpose only. Actual image may vary.
ICONIC MARSHALL DESIGN
Emberton combines contemporary technology with iconic Marshall design to deliver hard-hitting sound while retaining a classic look. You’ll want to proudly display this speaker anywhere you go.

* This MARSHALL Emberton Multimedia Speaker image is for illustration purpose only. Actual image may vary.

* This MARSHALL Emberton Multimedia Speaker image is for illustration purpose only. Actual image may vary.

* This MARSHALL Emberton Multimedia Speaker image is for illustration purpose only. Actual image may vary.

* This MARSHALL Emberton Multimedia Speaker image is for illustration purpose only. Actual image may vary.

* This MARSHALL Emberton Multimedia Speaker image is for illustration purpose only. Actual image may vary.",14999.0,"₹14,999","14%(₹2,500)",https://www.reliancedigital.in/medias/Marshall-Emberton-Multimedia-Speakers-492166283-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNDI0MnxpbWFnZS9qcGVnfGltYWdlcy9oYWIvaGQxLzk2MzQzNDMxNTc3OTAuanBnfDMwYzYxYjIyOTlhNDRlYWU3NTA2OTFmNDQyMjMzZWI4NDU2MTUyYWJjNWZmMzljNmRlNjM0ZDM1MGUyOTFlZDc,1631796001868
"Marshall Emberton Bluetooth Speaker with Up to 20 hours, Cream",492166282,3,https://www.reliancedigital.in/marshall-emberton-bluetooth-speaker-with-up-to-20-hours-cream/p/492166282,"Emberton
PACKS A PUNCH
WITH 20+ HOURS OF PORTABLE PLAYTIME

* This MARSHALL Emberton Multimedia Speaker image is for illustration purpose only. Actual image may vary.
Emberton is a compact portable speaker with the loud and vibrant sound only Marshall can deliver. Emberton utilises True Stereophonic, a unique form of multi-directional sound from Marshall. Experience absolute 360° sound where every spot is a sweet spot. With 20+ hours of playtime, you can enjoy the superior sound of Marshall for hours on end.
Red Dot logotype
“The Marshall Emberton presents itself in the unmistakable style of the brand. The device impresses with excellent workmanship and a balanced sound.”
SUPERIOR SIGNATURE SOUND
Rich, clear and loud, like the artist intended. Emberton utilises True Stereophonic, a unique form of multi-directional sound from Marshall. Experience absolute 360° sound where every spot is a sweet spot.
20+ HOURS OF PORTABLE PLAYTIME
Emberton offers 20+ hours of portable playtime on a single charge. Its compact size and rugged durability make it perfect to take with you. Emberton can be quickly charged, with 20 minutes giving it a playtime of 5 hours.
ROADWORTHY DESIGN RATED IPX7
Emberton is tough and resilient, boasting an extremely durable and easy to use design that features an IPX7 water-resistance rating.

* This MARSHALL Emberton Multimedia Speaker image is for illustration purpose only. Actual image may vary.
MULTI-DIRECTIONAL CONTROL KNOB
Emberton is simple and easy to use. Control it with the multi-directional control knob. You can play, pause, skip tracks and adjust the volume of your speaker, as well as turn it on or off.

* This MARSHALL Emberton Multimedia Speaker image is for illustration purpose only. Actual image may vary.
PORTABILITY
Emberton weighs just 0.7 kg and can fit in the palm of your hand, making it the perfect compact speaker to take with you.

* This MARSHALL Emberton Multimedia Speaker image is for illustration purpose only. Actual image may vary.
BLUETOOTH
Emberton comes equipped with Bluetooth 5.0 technology for simple connectivity, exceptional audio quality and wireless music play.

* This MARSHALL Emberton Multimedia Speaker image is for illustration purpose only. Actual image may vary.
ICONIC MARSHALL DESIGN
Emberton combines contemporary technology with iconic Marshall design to deliver hard-hitting sound while retaining a classic look. You’ll want to proudly display this speaker anywhere you go.

* This MARSHALL Emberton Multimedia Speaker image is for illustration purpose only. Actual image may vary.

* This MARSHALL Emberton Multimedia Speaker image is for illustration purpose only. Actual image may vary.

* This MARSHALL Emberton Multimedia Speaker image is for illustration purpose only. Actual image may vary.

* This MARSHALL Emberton Multimedia Speaker image is for illustration purpose only. Actual image may vary.

* This MARSHALL Emberton Multimedia Speaker image is for illustration purpose only. Actual image may vary.",14999.0,"₹14,999","14%(₹2,500)",https://www.reliancedigital.in/medias/Marshall-Emberton-Multimedia-Speakers-492166282-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNjc4NHxpbWFnZS9qcGVnfGltYWdlcy9oMTQvaGNiLzk2MzQzNDI4MzAxMTAuanBnfDcyOGU2MjFjOTc0MzVjYzg3ZGZjNjlkNTRiODNkOTYwMWVhYzU5NDJhYjNmOTkyMDMzZWZiN2Q2YTEwZWU3OGM,1631796045486
"Marshall Kilburn 2 Bluetooth Speaker, More than 20 hrs of playtime, IPX2 Water Resistant, Bluetooth v5.0, multi-host functionality, Quick Charge,  Black and Brass",492166279,3,https://www.reliancedigital.in/marshall-kilburn-2-bluetooth-speaker-more-than-20-hrs-of-playtime-ipx2-water-resistant-bluetooth-v5-0-multi-host-functionality-quick-charge-black-and-brass/p/492166279,"A STOUT-HEARTED HERO
Get on the road with Kilburn II. Free from the confines of wires and cords, this Bluetooth speaker offers 20+ hours of portable playtime on a single charge.

* This MARSHALL Kilburn 2 Multimedia Speaker image is for illustration purpose only. Actual image may vary.
KILBURN II
This stout-hearted hero weighs only 2.5 kg and is the loudest speaker in its class. It produces a clear midrange, deep bass and extended highs that are unrivalled for a speaker this size, and its multi-directional sound will immerse you in your music, indoors or out.
20+ HOURS OF PORTABLE PLAYTIME
Kilburn II weighs just 2.5 kg and offers 20+ hours of portable playtime on a single charge. Its compact size and guitar inspired carrying strap make it perfect to take with you. You can track the speaker’s battery life with the visual battery indicator located on the top panel of the speaker.

* This MARSHALL Kilburn 2 Multimedia Speaker image is for illustration purpose only. Actual image may vary.
MULTI-DIRECTIONAL SOUND
This stout-hearted hero offers a larger than life multi-directional sound that will immerse you in your music, indoors or out. Powered by 36 Watts, its pronounced and articulate sound pushes the boundaries for a speaker of this size.

* This MARSHALL Kilburn 2 Multimedia Speaker image is for illustration purpose only. Actual image may vary.
BLUETOOTH 5.0 APTX
Kilburn II comes equipped with Bluetooth 5.0 aptX technology for wireless music play. Play music with any Bluetooth device at a range of up to 30 feet away from the speaker

* This MARSHALL Kilburn 2 Multimedia Speaker image is for illustration purpose only. Actual image may vary.
DURABLE AND ROADWORTHY DESIGN
Kilburn II features flush mounted corner caps and a water-resistant design, making it supremely rugged and durable.

* This MARSHALL Kilburn 2 Multimedia Speaker image is for illustration purpose only. Actual image may vary.
IPX2 WATER-RESISTANT DESIGN
Kilburn II has an IPX2 water-resistant rating, so it’s able to withstand a little water.

* This MARSHALL Kilburn 2 Multimedia Speaker image is for illustration purpose only. Actual image may vary.
MULTI-HOST FUNCTIONALITY
Kilburn II features multi-host functionality so you can easily connect and switch between two Bluetooth devices.

* This MARSHALL Kilburn 2 Multimedia Speaker image is for illustration purpose only. Actual image may vary.
CUSTOMISE YOUR SOUND
Kilburn II’s top panel features analogue control knobs for bass, treble and volume, allowing you to fine-tune to the exact sound you desire.

* This MARSHALL Kilburn 2 Multimedia Speaker image is for illustration purpose only. Actual image may vary.
QUICK CHARGE
Kilburn II has quick charging capabilities so you can pick up and leave at a moment’s notice. 20 minutes gets you 3 hours of portable playtime, while a fully charged battery can be reached in 2.5 hours.

* This MARSHALL Kilburn 2 Multimedia Speaker image is for illustration purpose only. Actual image may vary.

* This MARSHALL Kilburn 2 Multimedia Speaker image is for illustration purpose only. Actual image may vary.",29999.0,"₹29,999","6%(₹2,000)",https://www.reliancedigital.in/medias/Marshall-Kilburn-2-Multimedia-Speakers-492166279-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNjcyM3xpbWFnZS9qcGVnfGltYWdlcy9oYjkvaDIwLzk2MzQzNDM4MTMxNTAuanBnfGVmZGJkNmI4NDdjY2E1NTNhN2FhNTljZTlmMTU0MjgyOGU2Njk3Yzk3ODI5NGQ0MjEyNzMyODg2YjNjZDE0OWY,1631796078092
"Saregama Carvaan Mini 2.0 Bengali Bluetooth Multimedia Speaker, Supports pendrive, Aux in, Bluetooth, Up to 4 hours playtime (Terracotta brown)",491431515,3,https://www.reliancedigital.in/saregama-carvaan-mini-2-0-bengali-bluetooth-multimedia-speaker-supports-pendrive-aux-in-bluetooth-up-to-4-hours-playtime-terracotta-brown-/p/491431515,"Hearing music on the go just got a whole new meaning as the Saregama Carvaan Mini Rabindrasangeet Multimedia Speaker allows you to hear your songs via multiple music streaming objects and also takes you down memory lane with the pre-installed classics of the times gone by. It comes with a connectivity feature of Bluetooth, USB, FM/AM modes which is quite interesting. The Carvaan Mini consists of 351 timeless Rabindrasangeet that will take you to a world of peace.
FM/AM support
Listen to local FM/AM stations
Plug and play
Make the most of your speakers. Plug your pen drive and enjoy the music
Aux In
Insert your Aux cable and play the song you love on. Carvaan Mini from your phone/ tablet
Bluetooth Connectivity
Enjoy a wireless streaming experience via Bluetooth
The Perfect Companion
It's light. It's compact. It fits in your palm. Easy to take with you wherever you go.
Don't want to disturb anyone?
Just connect your headphone to enjoy music on Carvaan Mini",2199.0,"₹2,199",15%(₹391),https://www.reliancedigital.in/medias/SAREGAMA-CARVAANMN2-0TAGORE-Computer-Speakers-491431515-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNjc4fGltYWdlL2pwZWd8aW1hZ2VzL2hlYS9oMjgvOTE2NDczMDAwNzU4Mi5qcGd8NzllMGM4OTY5MmFiZjFiOTNkZDcxODkwMWYwNWJkYjU1Nzk5Y2UyOWEyY2M4NTIyMzRkNmVjYmYwNGRkNmE0ZA,1563277716458
"Reconnect Muse II BS01101 Bluetooth Speaker, Wireless Bluetooth connectivity 4.2, SD card and AUX-in,Solid Bass Effect with Passive Radiator, Lithium battery, Red",491431257,3,https://www.reliancedigital.in/reconnect-muse-ii-bs01101-bluetooth-speaker-wireless-bluetooth-connectivity-4-2-sd-card-and-aux-in-solid-bass-effect-with-passive-radiator-lithium-battery-red/p/491431257,"Stylish and functional, the Reconnect Muse II BS01101 Bluetooth Multimedia Speaker is equipped with a rechargeable battery that allows you to enjoy break-free music for long hours. With its Bluetooth connectivity, you can easily connect your smartphone or tablet and enjoy your favourite songs. Sporting a compact design, this speaker can be carried around with ease.
Wireless connectivity
Control your party playlist remotely through your mobile or laptop.
Music Playback Time Upto 3.5 Hours
Lithium battery that plays non-stop music upto 3.5 hours on a single charge.
Solid Bass Effect With Passive Radiator
Thumping bass effect that rocks every crowd at every party.",1499.0,"₹1,499","50%(₹1,500)",https://www.reliancedigital.in/medias/Reconnect-WL-Speaker-Muse-II-BS01101-E7-491431257-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wzMjc4fGltYWdlL2pwZWd8aW1hZ2VzL2hlNC9oNDcvOTE4NTQ2MDI4OTU2Ni5qcGd8NDdkOWIwMmNiOThhNmNhZWVhNGQ1Zjk3OGJiYjNhOGMxZTA5N2Y5OTkxY2Y0ZGM1ZGU3ZWRhMDJmYWM0YmQ0OA,1566911052091
